SurvYear,SurvMonth,GrYrMo,OrigSeq,COL,DEPT,MAJ,Level,Gender,Ethnic,AgeAtGrad,Disability,Birthdate,StartSem,StartYr,PrevBachMajor,PrevBachInstitu,PrevBachYr,_ndPrevBachMaj,_ndPrevBachInst,_ndPrevBachYr,PrevMastfMajor,PrevMastInst,PrevMastYr,_ndPrevMastMajor,_ndPrevMastInstitu,_ndPrevMastYr,PrevDoctMajor,PrevDoctInst,PrevDoctYr,Reason1st,Reason2nd,Reason3rd,ReasonOth,GenRating,FacKnowledge,FacTeaching,FacResInClass,FacOutsideClass,DeptStaff,FacIntSuccess,ApplicCourses,CourseAvail,OppWorkResProj,ClassLabQual,ResLabQual,GrAdvisAvail,GrAdvAdmin,GrAdvPersonal,GrAdvCareerAdv,GeAdvUsefulAccurate,GrAdvPlcmt,MajProfAvail,MajProfAcad,MajProfDis_Thes,MajProfCareerAdv,MajProfUsefulAccurate,MajProfPlcemt,ConfAttnd,ConfPapers,JournlPublicn,NearFuturePlans,FutureRelToDeg,FutureEmployType,Expense,Housing,CulturalOps,SocialOps,Collegiality,InternatStuAcceptance,MinorityAcceptance,LibBooks,LibJournl,LibRef,LibStudy,LibILL,LibUsrAsst,LibHrs,OwnPC,BorrowPC,CompGen,CompUsage,CompLocaOrig,CompLocaNorm,CompAvail,CompQual,CompUsrAsst,UC_SUB,RecCntr,HalthServ,CounselingCntr,CareerP_P,StuPublica,Parking,BusServ,Security,StuAttny,Bookstore,DisabStuSrv,GradAdmis,GradSchool,RegisRegistrar,Bursr,InternatProg,FinAid,ParentsInCollege,FinSupDataQual,Fin_RA,Fin_TA,Fin_GA,Fin_PT,Fin_FT,Fin_Scholarsh,Fin_Spouse,Fin_Parent,Fin_Loan,Fin_Grant,Fin_Trust,Fin_Employer,Fin_Military,Fin_Govt,Fin_Oth,Fin_Credit_Cards,Fin_OthDefined
1993,May,199305,45,ED,EP&L,Educ. Psychology,Mast.,M,W,31,No,,?,,Theology,Moody Bible Inst.,1985,N/A,N/A,,Ministry,Dallas Theol. Sem.,1990,N/A,N/A,,N/A,N/A,,Major program,Location,blank,,3,4,3,3,5,3,4,4,2,3,1,1,5,4,4,4,4,4,4,4,4,4,4,4,,,,New job,?,?,2,,,,3,,,2,1,2,3,4,3,4,Yes,N/A,,3,ED,DEPT-ED,1,3,3,4,,4,5,5,,2,4,,4,3,,5,5,3,3,,1,N/A,OK,,,,0.1,,,0.7,,0.2,,,,,,,,
1993,May,199305,46,ED,EP&L,Educ. Administration,Mast.,M,W,28,No,,Sum.,1989,Education,Texas,1987,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,EmployedLubbock,Location,FacultyRecommended,,3,4,2,3,4,5,4,1,3,3,2,,4,4,4,4,3,4,,,,,,,,,,Other,N/A,N/A,2,2,3,3,4,,,3,2,2,3,3,4,3,Yes,N/A,,2,?,?,,,,4,5,,,,,2,,,4,3,,2,3,2,2,,,N/A,OK,,,,0.4,0.6,,,,,,,,,,,,
1993,May,199305,47,AS,HIST,History,Mast.,M,W,24,?,,Fall,1991,History,Abilene Chr.,1991,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Cost,WorkWParticFac,blank,,2,3,2,3,2,2,1,3,3,3,,,2,1,1,1,1,1,3,4,5,3,3,2,,,,?,?,?,2,2,2,1,2,,,3,2,3,3,4,4,2,?,N/A,,1,N/A,N/A,,,,,,,,,,,,,,,,3,3,3,3,,3,N/A,OK,,,,,,,,0.25,0.75,,,,,,,,
1993,May,199305,48,BA,ACCT,Accounting,Mast.,M,W,23,No,,Spr.,1992,Accounting,TTU,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Other,Cost,Gen. educ. reputation,150-hour program,4,5,5,4,,5,5,4,4,3,3,3,4,4,,3,,3,5,5,,5,5,4,,,,New job,?,?,4,,4,4,5,,,4,3,3,4,5,4,4,Yes,N/A,,2,BA,BA,3,1,2,5,5,5,,4,3,4,,4,,4,,,,3,3,,,N/A,OK,0.25,,,,,,,0.75,,,,,,,,,
1993,May,199305,49,BA,BA GEN,Gen. Business,Mast.,M,B,22,No,,Spr.,1992,Finance,TTU,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,PrevAtTTU,Location,Cost,,4,4,4,4,4,5,4,4,3,4,4,3,5,4,4,3,4,4,4,4,4,3,4,3,,,,Evaluating,?,?,4,4,3,4,3,,4,4,3,4,4,2,3,1,Yes,N/A,,4,ATLC,ATLC,4,4,3,4,,,,2,4,1,4,,,4,,2,1,3,3,,3,N/A,OK,,,,0.55,,,,0.4,,0.05,,,,,,,
1993,May,199305,50,AS,ENGL,English,Doct.,F,W,33,No,,Sum.,1985,English,Midwestern St.,1981,N/A,N/A,,English,TTU,1985,N/A,N/A,,N/A,N/A,,Location,PrevAtTTU,WorkWParticFac,,5,4,4,3,4,2,4,4,4,4,,,3,3,2,1,1,1,5,5,5,4,4,1,,,,Searching,N/A,N/A,3,3,5,5,4,,,5,5,5,5,5,5,5,Yes,N/A,,3,ENGL,DEPT-AS-HU,3,3,3,4,4,3,,,3,1,3,2,,1,,4,4,3,3,,,N/A,OK,,0.1,,,0.4,,0.5,,,,,,,,,,
1993,May,199305,51,ED,EDUC,Educ. (Graduate-unspecified),Mast.,F,W,26,Yes,,Spr.,1990,Education,TTU,1989,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,PrevAtTTU,EmployedLubbock,Location,,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,New job,?,?,1,,3,3,3,,,4,4,4,4,4,4,4,Yes,N/A,,4,ED,DEPT-ED,4,4,4,4,4,4,,4,4,2,2,3,,4,4,4,4,4,4,,2,N/A,OK,,,0.25,,,,,,0.75,,,,,,,,
1993,May,199305,52,BA,ISQS,Mgt. Info. Syst.,Mast.,M,W,27,No,,?,,Industrial Engr.,Iowa,1989,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Cost,Gen. educ. reputation,Major program,,4,5,4,3,5,5,5,3,4,1,2,2,4,4,3,3,3,1,5,4,3,2,3,1,,,,New job,?,?,4,4,3,3,3,,,2,1,2,1,1,1,1,Yes,N/A,,4,AT/BA,ATLC/BA,3,2,1,2,5,,2,2,2,1,3,2,,3,,2,1,2,2,,1,N/A,OK,,,,0.25,,,,,,,0.75,,,,,,
1993,May,199305,54,AS,PSY,Psychology,Doct.,F,?,35,No,,Spr.,1990,Psychology,TTU,,N/A,N/A,,Psychology,TTU,,N/A,N/A,,N/A,N/A,,PrevAtTTU,WorkWParticFac,ResearchInterest,,5,5,4,5,5,5,5,4,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,,,3,New job,?,?,5,5,4,3,5,,,5,4,4,3,4,4,4,Yes,N/A,,4,ATLC,ATLC,5,5,4,5,5,,5,,,2,,,,5,,1,5,5,5,,,N/A,OK,,,,,,,1,,,,,,,,,,
1993,May,199305,56,VPA,ART,Art,Mast.,F,W,45,No,,Fall,1989,Art Educ.,TTU,1970,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Scholarship,PrevAtTTU,WorkWParticFac,,3,3,2,2,2,5,2,2,1,,3,,2,4,2,1,1,3,2,3,5,3,3,3,,,,?,?,?,2,3,1,1,4,,,1,3,2,3,4,4,4,No,N/A,,4,ART,DEPT-VPA,3,3,4,3,5,1,,,1,3,5,5,,5,,5,5,5,5,,1,N/A,OK,,0.05,,0.05,,0.05,,0.05,0.5,0.05,0.25,,,,,,
1993,May,199305,57,EN,EN GEN,Engineering,Mast.,M,W,57,No,,Spr.,1985,Petroleum Engr.,Tulsa,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Location,Other,Off-campus courses,4,4,4,3,3,3,5,4,2,3,3,3,2,3,3,2,3,4,4,5,,3,4,3,,,,Searching,N/A,N/A,5,4,3,4,4,,,,,,,,,,Yes,N/A,,1,N/A,N/A,,,,,,,,4,,,,,,3,,4,4,4,4,,,N/A,OK,,,,,0.2,,,,,,,0.8,,,,,
1993,May,199305,58,AS,PSY,Experimental Psychology,Mast.,F,W,23,No,,Fall,1991,Psychology,New Mexico,1991,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Gen. educ. reputation,Location,blank,,1,2,1,1,2,4,1,1,2,1,1,1,3,1,1,1,1,1,,,,,,,,,,Cont. Educ.,N/A,N/A,2,2,1,2,1,,,1,1,1,4,1,3,1,Yes,N/A,,5,PSY,DEPT-AS-SS,4,2,,2,5,3,,,,4,4,4,,2,,5,5,5,2,,,N/A,OK,,0.3,,,,0.1,,,,,0.6,,,,,,
1993,May,199305,59,AS,ENGL,English,Mast.,F,W,45,No,,Fall,1989,Accounting,Park C.,1986,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,PrevAtTTU,blank,,5,5,5,4,5,5,5,4,3,4,4,4,,,,,,,5,5,5,5,5,,,,,Cont. Employ.,?,?,3,4,4,4,5,,,2,2,2,2,4,1,3,Yes,N/A,,3,ENGL,DEPT-AS-HU,5,5,4,3,,,,,4,1,1,3,,3,,5,5,4,3,,4,N/A,OK,,0.5,,,,,,,,,0.5,,,,,,
1993,May,199305,60,HS,HDFS,Marriage & Fam. Ther.,Doct.,F,W,26,No,,Spr.,1990,Psychology,TTU,1988,N/A,N/A,,Family Studies,TTU,1989,N/A,N/A,,N/A,N/A,,Location,Cost,Major program,,5,5,4,4,4,5,5,5,5,4,5,3,5,4,3,5,5,4,5,5,5,4,5,3,,,1,New job,?,?,4,,3,3,5,,,3,1,4,3,3,2,4,Yes,N/A,,4,ATLC,ATLC,4,5,3,5,5,5,4,,,2,3,4,,4,,4,5,3,3,,,N/A,OK,,0.5,,,,,0.5,,,,,,,,,,
1993,May,199305,61,EN,I E,Industrial Engr.,Mast.,M,N,26,?,,Fall,1991,Mechanical Engr.,[India],,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Family/FriendsRecom'd,blank,blank,,3,4,4,3,4,1,2,3,3,2,3,3,3,3,,,,,,,,,,,,,,Cont. Educ.,N/A,N/A,3,2,2,2,2,1,,4,3,4,4,4,4,4,No,N/A,,4,ATLC,ATLC,3,4,3,,,,,,,,,,,4,,5,5,,4,5,,N/A,OK,,,,0.3,,0.03,,0.67,,,,,,,,,
1993,May,199305,62,ED,EP&L,Instructional Technology,Mast.,F,W,47,No,,Sum.,1989,Education,TTU,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Other,PrevAtTTU,Gen. educ. reputation,Living in Lubbock,5,5,5,4,5,3,5,4,4,,2,,5,5,5,5,5,5,5,5,,5,5,5,,,,?,?,?,3,4,4,4,5,,,3,4,3,1,4,1,3,Yes,N/A,,2,AT/ED,MULTI,2,2,2,,,,,,,3,,,,3,,5,5,,4,,1,N/A,OK,,,,0.05,,,0.7,0.25,,,,,,,,,
1993,May,199305,63,EN,I E,Industrial Engr.,Mast.,M,N,24,No,,Spr.,1992,Mechanical Engr.,[India],1990,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Scholarship,Family/FriendsRecom'd,Cost,,3,4,4,3,4,3,3,4,4,2,3,3,4,3,3,3,4,3,,,,,,,,,,Searching,N/A,N/A,4,4,5,4,5,4,,3,3,3,3,4,4,2,No,N/A,,5,ATLC,ATLC,3,3,4,4,5,4,,2,5,,4,,,3,,4,4,,4,5,3,N/A,OK,,,,0.45,,0.05,,0.5,,,,,,,,,
1993,May,199305,64,EN,E E,Electrical Engr.,Mast.,M,W,29,No,,Fall,1990,Electrical Engr.,TTU,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Facilities,Cost,Scholarship,,3,2,3,3,3,2,2,3,2,4,4,4,2,2,1,1,2,1,2,1,2,1,2,1,,,,New job,?,?,4,4,3,3,,,,1,2,2,2,4,4,2,Yes,N/A,,5,AT/CS,MULTI,1,1,4,3,4,3,,2,2,1,2,,,3,,4,5,3,5,,,N/A,OK,0.3,,,0.3,,,,0.1,0.3,,,,,,,,
1993,May,199305,65,ED,EP&L,Educ. Psychology,Mast.,F,H,29,No,,Fall,1991,Government,Texas,1984,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Other,Major program,blank,Living in Lubbock,4,5,4,2,5,4,5,4,2,2,1,2,5,5,5,5,5,5,5,5,,5,5,5,,,,New job,?,?,4,4,2,4,5,,3,3,2,2,1,,4,1,Yes,N/A,,3,ED,DEPT-ED,4,4,4,4,3,2,5,2,2,1,2,,5,4,,3,3,3,3,,2,N/A,OK,,,,0.1,,,,,0.7,,0.2,,,,,,
1993,May,199305,66,BA,FIN,Finance,Mast.,M,W,24,No,,Spr.,1991,Marketing,TTU,1991,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Cost,PrevAtTTU,blank,,4,4,2,2,5,4,4,3,1,,,,5,4,3,1,1,1,5,4,,1,3,1,,,,New job,?,?,5,4,3,4,2,,,4,4,5,5,4,4,3,No,N/A,,5,ATLC,ATLC,4,5,4,4,5,2,5,4,3,1,4,2,4,3,,3,2,3,3,5,1,N/A,OK,,,,0.12,,,,0.17,0.67,0.04,,,,,,,
1993,May,199305,67,EN,M E,Mechanical Engr.,Mast.,M,A,25,No,,Fall,1991,Mechanical Engr.,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Cost,Scholarship,blank,,2,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,3,3,3,2,,,,?,?,?,,,,,,,,1,3,3,3,5,2,3,?,N/A,,,?,?,,,,,,,,,,,,,,,,5,5,,,,,N/A,OK,,,,0.4,,0.05,,0.55,,,,,,,,,
1993,May,199305,68,BA,BA GEN,Gen. Business,Mast.,F,W,23,No,,Spr.,1992,Finance,TTU,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Other,Cost,PrevAtTTU,Could get MBA in 1 year,3,3,1,2,2,1,2,3,2,3,3,3,3,1,2,2,2,2,,,,,,,,,,New job,?,?,3,3,3,3,3,,,4,3,3,3,3,3,4,No,N/A,,4,ATLC,ATLC,4,3,4,3,4,4,,3,,3,3,,,3,,,4,,,,,N/A,OK,,,,,,,,1,,,,,,,,,
1993,May,199305,69,AG,PSS,Agronomy,Doct.,F,W,43,No,,Fall,1987,Crop Sci.,TTU,1987,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,Location,TA/RA,WorkWParticFac,,4,2,3,4,4,4,3,2,2,4,1,1,4,5,4,4,4,2,4,4,4,2,3,2,,,2,New job,?,?,4,2,4,2,2,,,1,2,2,2,2,2,1,Yes,N/A,,3,?,?,2,2,2,4,5,,,5,2,1,,2,4,3,,4,4,,2,,2,N/A,OK,0.6,,,,,0.03,,,0.35,0.02,,,,,,,
1993,May,199305,70,EN,E E,Electrical Engr.,Mast.,M,N,27,No,,Sum.,1989,Electrical Engr.,[Japan],1988,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,PrevAtTTU,Other,blank,Intensive English program,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,,,,Cont. Educ.,N/A,N/A,5,5,5,5,5,5,,5,5,5,5,5,5,5,Yes,N/A,,5,AT/EE,MULTI,5,5,5,5,5,5,5,5,5,,5,5,5,5,,5,5,5,5,5,,N/A,OK,,,,,,,,1,,,,,,,,,
1993,May,199305,71,AS,PSY,Psychology,Doct.,M,W,28,No,,Fall,1987,Psychology,Hope C.,1987,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,TA/RA,blank,blank,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,?,?,?,,,,,,,,5,5,5,3,5,4,2,Yes,N/A,,5,PSY,DEPT-AS-SS,4,5,3,4,,,,,,2,4,4,3,4,,,5,4,4,,1,N/A,OK,,0.6,,,,0.05,,0.3,0.05,,,,,,,,
1993,May,199305,72,AS,PSY,Psychology,Mast.,F,W,29,No,,Fall,1989,Psychology,Carnegie-Mellon,1985,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,EmployedLubbock,WorkWParticFac,ResearchInterest,,4,4,5,2,5,5,4,2,,4,,,5,5,4,4,5,,5,5,4,,5,,,,1,Cont. Educ.,N/A,N/A,4,5,2,3,1,,,3,2,1,2,5,4,,No,N/A,,5,ATLC,ATLC,3,4,2,4,5,,,,3,,2,,,3,,,5,,4,,,N/A,OK,,,,,,,1,,,,,,,,,,
1993,May,199305,73,VPA,ART,Art,Mast.,F,W,26,No,,Fall,1990,Anthropology,TTU,1987,N/A,N/A,,Anthropology,TTU,1989,N/A,N/A,,N/A,N/A,,TA/RA,WorkWParticFac,Cost,,4,5,4,3,4,4,5,4,4,,3,,1,1,1,1,1,1,4,4,4,3,3,2,,,,New job,?,?,4,4,4,4,5,,,3,2,3,2,3,3,3,No,N/A,,5,ART,DEPT-VPA,5,4,3,4,4,3,,4,4,5,,4,5,2,,3,4,3,2,,2,N/A,OK,,0.3,0.15,,,,,0.5,,0.05,,,,,,,
1993,May,199305,74,AR,ARCH,Land Use Planning,Doct.,M,H,49,No,,Fall,1984,Philosophy,Texas,1969,N/A,N/A,,Envir. Mgt.,Houston-CL,1982,Indust. Ed. & Engr. Tech,A&M,,N/A,N/A,,Major program,Gen. educ. reputation,Location,,5,4,4,4,5,5,5,5,4,2,4,4,4,5,5,4,5,,4,5,4,4,4,,,,1,New job,?,?,5,4,4,4,5,,5,4,4,5,4,4,5,5,Yes,N/A,,4,ATLC,ATLC,4,4,4,4,5,3,,3,4,4,5,4,4,5,,5,5,5,4,,3,N/A,OK,,,,0.01,0.56,,0.11,,0.05,,0.25,,,0.02,,,
1993,May,199305,75,EN,M E,Mechanical Engr.,Doct.,M,?,29,No,,Fall,1988,Civil Engr.,?,,N/A,N/A,,Civil Engr.,?,,N/A,N/A,,N/A,N/A,,ResearchInterest,TA/RA,Major program,,5,2,2,2,4,4,3,3,2,3,2,3,5,4,3,2,1,1,4,3,3,1,1,1,,,2,New job,?,?,4,4,3,3,,,,2,2,2,3,1,4,1,No,N/A,,5,M E,DEPT-EN,5,4,,5,5,3,,,4,3,4,,,4,,4,4,4,1,,,N/A,OK,0.5,0.5,,,,,,,,,,,,,,,
1993,May,199305,76,AS,PHYS,Physics,Mast.,M,N,29,No,,Fall,1990,Physics,[China],1986,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,WorkWParticFac,Cost,,3,5,4,4,3,4,3,3,4,3,3,3,1,1,1,2,2,1,1,1,1,1,1,1,,,1,Cont. Educ.,N/A,N/A,2,4,2,3,2,3,3,2,2,2,3,3,4,2,Yes,N/A,,3,PHYS,DEPT-AS-SC,2,3,3,3,,,,,4,,,,,3,,,4,3,3,4,,N/A,OK,0.3,,,,,,,0.7,,,,,,,,,
1993,May,199305,77,HS,GEN HS,Human Sciences,Doct.,F,W,55,No,,Spr.,1989,Home Eco. Educ.,Washington St.,1959,N/A,N/A,,Business,Texas,1984,Textiles,Illinois,,N/A,N/A,,Major program,Location,WorkWParticFac,,4,4,4,3,,,,4,3,4,,,,,,,,4,,,,,,4,,,,?,?,?,4,4,4,4,4,,,4,4,4,4,3,4,4,Yes,N/A,,3,AT/HE,MULTI,5,5,5,3,,,,,,4,4,4,,4,,5,5,5,5,,,N/A,OK,0.05,,,,0.5,,0.25,,,,0.2,,,,,,
1993,May,199305,78,EN,I E,Industrial Engr.,Mast.,F,W,25,No,,Spr.,1992,Mechanical Engr.,Stevens Institute,1990,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Gen. educ. reputation,Location,Major program,,5,5,5,5,5,4,5,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,,,,Searching,N/A,N/A,5,4,4,4,4,,,1,1,1,2,2,4,3,No,N/A,,5,ATLC,ATLC,4,5,5,4,4,5,,,,3,,,,4,,5,5,5,5,,,N/A,OK,,,,,,,1,,,,,,,,,,
1993,May,199305,79,AS,MATH,Mathematics,Mast.,F,W,29,No,,Sum.,1989,Math Educ.,WTA&M,1985,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,EmployedLubbock,Major program,,4,4,4,4,4,3,4,3,4,,,,4,4,4,4,4,,4,4,3,3,3,,,,,?,?,?,2,,,,,,,4,4,4,4,,4,4,No,N/A,,3,ATLC,ATLC,5,5,5,4,4,,,,4,3,,,,4,,2,2,2,2,,,N/A,OK,,,,,1,,,,,,,,,,,,
1993,May,199305,80,AS,HESS,Sports Management,Mast.,M,W,27,No,,Fall,1990,Physical Ed.,UNT,1989,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Other,Major program,EmployedLubbock,Sibling attending Tech,3,4,4,4,4,4,4,3,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,,,,New job,?,?,2,,4,4,4,,,2,2,2,3,2,1,4,No,N/A,,1,N/A,N/A,,,,5,5,,,,3,2,,4,,4,,4,4,4,3,,,N/A,OK,,,,,1,,,,,,,,,,,,
1993,May,199305,81,ED,C&I,Curriculum & Instruction,Mast.,F,W,32,No,,?,1986,?,ENMU,1982,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,Cost,EmployedLubbock,,4,4,4,3,5,4,4,4,3,2,3,4,4,3,4,4,3,3,4,3,4,4,3,4,,,,?,?,?,,,,,,,,4,3,3,4,3,4,4,Yes,N/A,,2,BA,BA,2,2,2,4,4,,,,,,,,,4,,4,4,4,4,,,N/A,OK,,,,,1,,,,,,,,,,,,
1993,May,199305,82,AS,PHYS,Physics,Mast.,M,W,28,No,,Fall,1987,Physics,Tarleton St.,1986,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,ResearchInterest,Facilities,TA/RA,,5,4,4,4,4,5,4,4,4,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,,,,Cont. Educ.,N/A,N/A,5,5,3,3,4,,,4,5,4,4,5,4,4,Yes,N/A,,5,PHYS,DEPT-AS-SC,5,5,4,5,5,4,,4,,4,4,4,4,3,,5,5,5,1,,5,N/A,OK,0.95,,,,,,,,0.03,0.02,,,,,,,
1993,May,199305,83,AS,ENGL,English,Mast.,M,W,25,No,,Spr.,1990,English,TTU,1989,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,Cost,TA/RA,,4,4,3,3,4,4,2,4,4,1,3,4,4,4,4,2,3,2,4,4,4,3,3,3,,,,Cont. Employ.,?,?,2,2,5,4,4,,,4,3,4,3,4,4,4,No,N/A,,2,ENGL,DEPT-AS-HU,5,5,5,2,5,,,2,3,1,,3,,3,,3,2,2,2,,,N/A,OK,,0.5,,0.5,,,,,,,,,,,,,
1993,May,199305,84,AS,PSY,Counseling Psychology,Doct.,M,W,41,No,,Fall,1984,Psychology,TTU,1975,N/A,N/A,,Psychology,TTU,1986,N/A,N/A,,N/A,N/A,,Location,Major program,Family/FriendsRecom'd,,4,4,4,3,4,4,2,3,3,4,2,2,4,3,2,3,3,,3,2,2,,3,,,,,New job,?,?,2,2,1,3,4,,,3,2,3,2,,4,4,Yes,N/A,,4,ATLC,ATLC,5,5,,3,,2,3,,3,4,4,2,,3,,3,3,4,4,,2,N/A,OK,0.4,,,,0.08,,0.5,,0.02,,,,,,,,
1993,May,199305,85,AS,BIOL,Biology,Mast.,M,W,26,No,,Spr.,1990,Zoology,SUNY-Oswego,1989,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,WorkWParticFac,ResearchInterest,,5,5,3,4,4,4,1,3,5,3,4,3,2,1,1,1,1,,4,5,5,5,5,,,,4,New job,?,?,2,4,2,3,4,,,5,5,5,4,,5,5,Yes,N/A,,4,?,?,4,4,4,4,,,,,,4,,,5,4,,1,5,3,3,,,N/A,OK,,0.6,0.3,,,,,,,,0.1,,,,,,
1993,May,199305,86,ED,EP&L,Educ. Administration,Mast.,F,W,37,No,,Sum.,1992,Art,Okla. Baptist,1977,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,Major program,EmployedLubbock,,4,1,1,1,3,4,4,4,4,3,4,,4,5,,4,5,,,,,,,,,,,Searching,N/A,N/A,2,,4,,,,,4,4,4,,,,3,Yes,N/A,,3,?,?,,,,3,,,,,,1,,,,1,,4,5,4,4,,,N/A,OK,,,,,,,,,,,,,,,,1,
1993,May,199305,87,BA,ACCT,Accounting,Mast.,M,W,23,No,,Spr.,1992,Accounting,TTU,1991,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Gen. educ. reputation,Location,,4,5,5,4,4,4,5,4,4,4,4,3,3,4,3,4,4,3,5,5,,5,5,5,,,,New job,?,?,4,4,4,4,4,,,3,3,4,4,4,4,4,No,N/A,,3,BA,BA,2,3,3,4,5,,,4,4,4,5,,,4,,3,3,3,3,,3,N/A,OK,,,,0.25,,0.05,,0.1,0.5,0.1,,,,,,,
1993,May,199305,88,HS,MEDCE,Merchandising,Doct.,F,W,29,No,,Sum.,1989,Home Eco.,Henderson St.,1986,N/A,N/A,,Merchandising,Louisiana Tech,1987,N/A,N/A,,N/A,N/A,,Scholarship,Cost,Major program,,4,5,4,3,5,5,5,2,2,1,4,4,2,5,5,4,4,4,1,4,3,4,4,4,,,,New job,?,?,4,4,4,4,3,,,4,5,4,4,5,5,5,No,N/A,,3,H S,DEPT-HS,5,5,5,4,5,4,4,,4,4,,4,,5,,4,5,4,3,,4,N/A,OK,0.3,0.1,,,,0.5,,,0.1,,,,,,,,
1993,May,199305,89,AS,PSY,Counseling Psychology,Doct.,M,W,37,No,,Fall,1987,Psychology,Texas,1981,N/A,N/A,,Clinical Psy.,Trinity,1986,N/A,N/A,,N/A,N/A,,Major program,Gen. educ. reputation,Scholarship,,4,4,4,4,5,3,4,4,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Employ.,?,?,2,3,4,2,3,,,3,4,4,2,3,5,2,Yes,N/A,,4,ATLC,ATLC,3,3,3,4,4,2,5,,4,1,2,2,,4,,4,4,5,2,,1,N/A,OK,0.25,0.25,,,,,0.25,0.1,0.15,,,,,,,,
1993,May,199305,90,AS,PHYS,Physics,Doct.,F,W,30,No,,Fall,1985,Engr. Physics,TTU,1985,N/A,N/A,,Physics,TTU,1988,N/A,N/A,,N/A,N/A,,Scholarship,PrevAtTTU,WorkWParticFac,,4,4,3,3,4,5,4,3,4,4,2,4,3,2,2,3,3,2,5,4,5,4,5,4,,,,Other,N/A,N/A,4,3,4,3,5,,,2,3,3,,3,3,4,No,N/A,,3,PHYS,DEPT-AS-SC,4,4,2,4,,5,,,,2,,,4,3,,,5,,3,,2,N/A,OK,0.55,0.15,,,,0.2,0.05,,0.05,,,,,,,,
1993,May,199305,91,ED,EP&L,Educ. Psychology,Mast.,F,W,,No,,Fall,1989,Human Devel.,TTU,1989,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,EmployedLubbock,Location,Cost,,3,2,3,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,,,,New job,?,?,3,3,2,2,2,,,4,4,4,4,3,4,4,Yes,N/A,,1,N/A,N/A,,,,2,2,1,1,2,2,1,2,1,2,2,,5,2,4,4,,3,N/A,OK,,,,,,,0.5,,0.5,,,,,,,,
